"filename", "language", "Markdown", "Ini", "Python", "JSON", "Properties", "reStructuredText", "YAML", "JavaScript", "TypeScript", "pip requirements", "CSS", "Svelte", "XML", "JSON with Comments", "HTML", "Shell Script", "comment", "blank", "total"
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/__init__.py", "Python", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/__init__.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/engine.py", "Python", 0, 0, 698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 60, 762
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/__init__.py", "Python", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/article_generation.py", "Python", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 124
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/callback.py", "Python", 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 111
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/co_storm_agents.py", "Python", 0, 0, 334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 31, 376
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/collaborative_storm_utils.py", "Python", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 48, 262
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/costorm_expert_utterance_generator.py", "Python", 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 161
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/expert_generation.py", "Python", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 84
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/grounded_question_answering.py", "Python", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 164
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/grounded_question_generation.py", "Python", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 114
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/information_insertion_module.py", "Python", 0, 0, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 41, 425
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/knowledge_base_summary.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/simulate_user.py", "Python", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 38
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/collaborative_storm/modules/warmstart_hierarchical_chat.py", "Python", 0, 0, 353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 46, 409
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/dataclass.py", "Python", 0, 0, 731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 113, 850
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/encoder.py", "Python", 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 35, 179
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/interface.py", "Python", 0, 0, 493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 114, 609
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/lm.py", "Python", 0, 0, 361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 712, 216, 1289
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/logging_wrapper.py", "Python", 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29, 213
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/rm.py", "Python", 0, 0, 1022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 176, 1239
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/__init__.py", "Python", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/engine.py", "Python", 0, 0, 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36, 443
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/modules/__init__.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/modules/article_generation.py", "Python", 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 190
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/modules/article_polish.py", "Python", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 103
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/modules/callback.py", "Python", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 35
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/modules/knowledge_curation.py", "Python", 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 55, 392
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/modules/outline_generation.py", "Python", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 168
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/modules/persona_generator.py", "Python", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34, 155
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/modules/retriever.py", "Python", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 234
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/storm_analysis/modules/storm_dataclass.py", "Python", 0, 0, 424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 68, 505
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/test_engine.py", "Python", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/agentic_research/utils.py", "Python", 0, 0, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 120, 794
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/coder_agent.py", "Python", 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 129
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/merge_agent.py", "Python", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 70
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/models.py", "Python", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/orchestrator_agent.py", "Python", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 211
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/planner_agent.py", "Python", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 45
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/review_agent.py", "Python", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 61
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/storm_orchestrator_agent.py", "Python", 0, 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 78, 514
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/test_coder_agent.py", "Python", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 103
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/agents/utils.py", "Python", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/communication.py", "Python", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 79
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/main.py", "Python", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 17
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/models/shared.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/repo_map.py", "Python", 0, 0, 490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 72, 603
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/server.py", "Python", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 25, 162
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/backend/utils.py", "Python", 0, 0, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 54, 345
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/environment.yml", "YAML", 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 162
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/README.md", "Markdown", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 48
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/assets/index-BOKcLGz6.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/assets/index-CL5YnCuQ.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 71
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 15
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/jsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 17, 1, 33
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/package-lock.json", "JSON", 0, 0, 0, 2004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2005
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/package.json", "JSON", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/public/vite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/src/App.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 2, 30, 281
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/src/app.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 2, 15, 60
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/src/main.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/svelte.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 8
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/vite.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 13
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/frontend/vite.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/gemini_feedback.md", "Markdown", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 133
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/integration_guardrails.md", "Markdown", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 108
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/pytest.ini", "Ini", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 0, 16
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_ds.py", "Python", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 72
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_reason/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_reason/cache.py", "Python", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_reason/config.py", "Python", 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25, 178
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_reason/data_loader.py", "Python", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 80
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_reason/generation.py", "Python", 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 154
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_reason/models.py", "Python", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 79
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_reason/prompt_manager.py", "Python", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 133
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_reason/search.py", "Python", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 160
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/agentic_reason/utils.py", "Python", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 32, 173
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/evaluate.py", "Python", 0, 0, 467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 82, 603
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/github_upload.py", "Python", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 24, 117
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/benchmarks/__init__.py", "Python", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/benchmarks/code_execution.py", "Python", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 68
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/benchmarks/code_generation.py", "Python", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 140
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/evaluation/__init__.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/evaluation/compute_code_execution_metrics.py", "Python", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 57
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/evaluation/compute_code_generation_metrics.py", "Python", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35, 211
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/evaluation/compute_scores.py", "Python", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25, 156
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/evaluation/compute_test_output_prediction_metrics.py", "Python", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27, 101
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/evaluation/old_results_check.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20, 74
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/evaluation/pass_k_utils.py", "Python", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 67
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/evaluation/testing_util.py", "Python", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 67
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/evaluation/utils_execute.py", "Python", 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 54, 267
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/lm_styles.py", "Python", 0, 0, 702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 717
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/prompts/__init__.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/prompts/code_execution.py", "Python", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 184
"/Users/vetleforthun/Documents/GitHub/Agentic-Reasoning/scripts/lcb_runner/prompts/code_generation.py", "Python", 0, 0, 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 71, 444
