"filename", "language", "JSON", "Python", "Markdown", "YAML", "Properties", "Shell Script", "reStructuredText", "PowerShell", "Ini", "pip requirements", "Svelte", "TypeScript", "JavaScript", "CSS", "HTML", "JSON with Comments", "comment", "blank", "total"
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/agentic_research/storm_analysis/modules/storm_dataclass.py", "Python", 0, 424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 68, 505
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/agentic_research/test_engine.py", "Python", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/agentic_research/utils.py", "Python", 0, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 120, 794
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/agents/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/agents/coder_agent.py", "Python", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 54
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/agents/merge_agent.py", "Python", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 70
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/agents/models.py", "Python", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/agents/orchestrator_agent.py", "Python", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 24, 211
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/agents/planner_agent.py", "Python", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 45
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/agents/review_agent.py", "Python", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 61
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/agents/test_coder_agent.py", "Python", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 103
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/agents/utils.py", "Python", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/communication.py", "Python", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 79
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/main.py", "Python", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/models/shared.py", "Python", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/package-lock.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/package.json", "JSON", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/repo_map.py", "Python", 0, 379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 46, 451
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/server.py", "Python", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 46
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/backend/utils.py", "Python", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32, 220
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/00_Original_reference-docs/old-ar-README.md", "Markdown", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 60
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/00_Original_reference-docs/old-cp-README.md", "Markdown", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 193
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/00_Original_reference-docs/old_cp_breakdown.md", "Markdown", 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 183
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/01_Project_Overview/file_tree_map.md", "Markdown", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/02_Phase1_Backend_Integration/setup_guide_agentic_reasoning.md", "Markdown", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 149
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/02_Phase1_Backend_Integration/setup_progress.md", "Markdown", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 122
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/Integration-guide/Integration-study-Merging-AI-Codepilot,.md", "Markdown", 0, 0, 975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 1088
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/Integration-guide/README.md", "Markdown", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/Integration-guide/cloud-deployment-strategy/security-networking.md", "Markdown", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/Integration-guide/deepresearch.md", "Markdown", 0, 0, 1197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 1348
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/Integration-guide/git-and-doc-strategy.md", "Markdown", 0, 0, 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 387
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/Integration-guide/index.md", "Markdown", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/Integration-guide/summary.md", "Markdown", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/coder_agent_integration.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/documentation-rules.md", "Markdown", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 129
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/graphrag_compatibility_solutions.md", "Markdown", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 46
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/integration-status.md", "Markdown", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 99
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/integration_guardrails.md", "Markdown", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 79
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/intelligentcontextretrieval.md", "Markdown", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 56
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/docs/websocket_visualization.md", "Markdown", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/environment.yml", "YAML", 0, 0, 0, 359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 360
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/README.md", "Markdown", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 48
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 14
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/jsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 17, 1, 33
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/package-lock.json", "JSON", 2004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2005
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/package.json", "JSON", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/src/App.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 2, 30, 281
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/src/DiffViewer.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 8, 53
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/src/app.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 2, 15, 60
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/src/main.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/svelte.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 2, 8
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/frontend/vite.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 3, 10
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/.github/workflows/test.yml", "YAML", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 59
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/docs/CONTRIBUTING.md", "Markdown", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/docs/FAQ.md", "Markdown", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 42
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/docs/ROADMAP.md", "Markdown", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 25
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/docs/benchmark-dspy-entity-extraction.md", "Markdown", 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 277
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/docs/benchmark-en.md", "Markdown", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 151
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/docs/benchmark-zh.md", "Markdown", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 92
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/docs/use_neo4j_for_graphrag.md", "Markdown", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/benchmarks/dspy_entity.py", "Python", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27, 153
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/benchmarks/eval_naive_graphrag_on_multi_hop.ipynb", "JSON", 432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 433
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/benchmarks/hnsw_vs_nano_vector_storage.py", "Python", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 78
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/benchmarks/md5_vs_xxhash.py", "Python", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 54
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/finetune_entity_relationship_dspy.ipynb", "JSON", 14478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14479
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/generate_entity_relationship_dspy.ipynb", "JSON", 2062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2063
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/graphml_visualize.py", "Python", 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 38, 282
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/no_openai_key_at_all.py", "Python", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 22, 112
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/using_amazon_bedrock.py", "Python", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 20
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/using_custom_chunking_method.py", "Python", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 44
"/Users/vetleforthun/Documents/GitHub/agenticgroking/Agentic-Reasoning/nano-graphrag/examples/using_deepseek_api_as_llm+glm_api_as_embedding.py", "Python", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29, 137
